Timestamp,Source_IP,Packet_Count,Byte_Volume_KB,Failed_Logins
2026-06-10 23:39:52,192.168.1.41,8,124.49339871085526,1.0
2026-06-10 11:16:37,10.0.5.25,1331,7950.011734756474,0.0
2026-06-10 16:25:56,192.168.1.56,9,151.41969755549158,1.0
2026-06-10 08:33:03,192.168.1.136,23,117.0928021623924,1.0
2026-06-10 00:30:28,192.168.1.58,20,185.5238842487992,1.0
2026-06-10 16:37:20,192.168.1.134,9,163.8349947954256,1.0
2026-06-10 05:20:01,192.168.1.120,14,99.28693667835373,1.0
2026-06-10 21:20:20,192.168.1.17,10,198.01933999465933,1.0
2026-06-10 22:02:40,10.0.5.40,3,23.413169262573245,18.0
2026-06-10 19:06:38,192.168.1.136,11,205.5018380078529,1.0
2026-06-10 06:17:46,192.168.1.28,9,167.89569580541087,1.0
2026-06-10 18:25:54,192.168.1.115,9,164.4778723401998,1.0
2026-06-10 19:23:55,10.0.5.4,2,22.67110038472395,43.0
2026-06-10 22:16:50,10.0.5.19,6,9.91878096248737,32.0
2026-06-10 21:32:15,192.168.1.51,18,209.12891703507552,1.0
2026-06-10 23:53:28,10.0.5.33,4,25.17942785612893,38.0
2026-06-10 17:43:52,10.0.5.37,1020,7370.580402799667,0.0
2026-06-10 20:12:08,10.0.5.6,5,16.150871514920954,24.0
2026-06-10 15:35:15,10.0.5.3,524,9567.060947904254,0.0
2026-06-10 11:36:32,10.0.5.49,5,13.282535070729908,20.0
2026-06-10 10:24:01,192.168.1.14,24,178.66861928719905,1.0
2026-06-10 04:25:28,192.168.1.224,17,73.90564353008651,1.0
2026-06-10 04:42:19,192.168.1.151,26,160.44352889344822,1.0
2026-06-10 12:43:22,10.0.5.2,1417,6182.943936439749,0.0
2026-06-10 02:39:17,192.168.1.115,14,223.95265255283,1.0
2026-06-10 15:05:04,10.0.5.4,6,27.27815469284198,20.0
2026-06-10 12:26:12,10.0.5.8,763,7178.991030257922,0.0
2026-06-10 19:18:39,10.0.5.47,525,7587.3156664775315,0.0
2026-06-10 16:44:39,192.168.1.30,13,212.1670451670581,1.0
2026-06-10 10:51:20,10.0.5.44,1206,8313.28765591319,0.0
2026-06-10 14:43:19,192.168.1.187,17,248.7872902847823,1.0
2026-06-10 16:50:31,192.168.1.57,8,112.38476739045998,1.0
2026-06-10 15:48:31,10.0.5.36,1,22.861392547060134,18.0
2026-06-10 04:13:05,10.0.5.4,3,16.316321754340027,21.0
2026-06-10 13:58:18,10.0.5.22,8,16.433921232219344,41.0
2026-06-10 19:09:05,10.0.5.10,1033,8387.304074595098,0.0
2026-06-10 13:49:46,192.168.1.177,24,187.8974459524123,1.0
2026-06-10 15:40:14,10.0.5.44,552,8405.291075458304,0.0
2026-06-10 00:06:26,10.0.5.38,4,17.492186568140948,15.0
2026-06-10 04:44:00,10.0.5.6,1427,6980.24577679519,0.0
2026-06-10 03:05:56,192.168.1.35,11,204.7162318823951,1.0
2026-06-10 08:14:29,192.168.1.102,11,217.6175121764621,1.0
2026-06-10 01:35:44,192.168.1.99,9,149.81596923502573,1.0
2026-06-10 17:24:54,10.0.5.2,602,9097.910939780626,0.0
2026-06-10 02:58:49,192.168.1.8,5,217.89516272307367,1.0
2026-06-10 02:08:30,192.168.1.48,19,81.06053187332596,1.0
2026-06-10 21:11:21,10.0.5.10,9,12.385956329122113,44.0
2026-06-10 03:23:00,192.168.1.188,9,99.44546001826669,1.0
2026-06-10 08:20:20,10.0.5.13,2,25.335591229761057,18.0
2026-06-10 10:45:35,10.0.5.6,1318,8286.58684314683,0.0
2026-06-10 11:53:08,192.168.1.17,21,181.17461046012667,1.0
2026-06-10 20:24:49,10.0.5.34,4,19.46489475152913,23.0
2026-06-10 03:30:12,192.168.1.28,31,176.2803553558111,1.0
2026-06-10 14:03:33,10.0.5.4,1,21.921572236750993,29.0
2026-06-10 17:03:14,10.0.5.28,7,11.016154774125258,18.0
2026-06-10 02:55:14,192.168.1.197,8,126.67940452722335,1.0
2026-06-10 22:16:11,192.168.1.77,15,59.22596069578519,1.0
2026-06-10 08:10:55,10.0.5.4,611,7931.791447810354,0.0
2026-06-10 11:22:34,10.0.5.33,684,7853.485524185609,0.0
2026-06-10 11:59:11,10.0.5.37,1336,7282.117627723393,0.0
2026-06-10 11:51:18,10.0.5.17,4,30.140404580249815,39.0
2026-06-10 22:59:58,192.168.1.142,24,166.2700084767473,1.0
2026-06-10 21:55:45,192.168.1.110,24,149.785812990326,1.0
2026-06-10 17:08:27,10.0.5.37,951,9476.855089668192,0.0
2026-06-10 02:15:18,10.0.5.38,4,24.519607570908544,27.0
2026-06-10 16:04:14,192.168.1.126,15,81.37692435058428,1.0
2026-06-10 21:45:56,192.168.1.54,10,170.72366836391404,1.0
2026-06-10 06:53:03,10.0.5.10,8,25.11018703325759,26.0
2026-06-10 12:48:19,192.168.1.43,25,113.16663397572056,1.0
